,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
2,825,Tether USDt,USDT,tether,84390,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,110643229581.36777,113086550461.5959,True,,3,,,,2024-04-30T09:37:00.000Z,0.9996096850697282,50614654050.08584,21.1405,-0.01846741,-0.03772732,-0.0886826,-0.06456982,-0.0960547,-0.01059233,110600043876.92868,4.8535,113042411092.54,,2024-04-30T09:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-30 09:38:54.638813
3,1839,BNB,BNB,bnb,2153,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147587846.82669172,147587846.82669172,False,,4,,,,2024-04-30T09:37:00.000Z,587.4526674919762,975361987.784103,16.9224,-0.62524904,-0.10772926,-3.11940881,-2.75333357,44.08900266,92.75417015,86700874307.73724,3.8142,86700874307.74,,2024-04-30T09:37:00.000Z,,,,,,2024-04-30 09:38:54.638813
4,5426,Solana,SOL,solana,655,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,447321591.9639788,574911541.7557379,True,,5,,,,2024-04-30T09:37:00.000Z,130.66811481443224,2760444892.9033847,42.0657,-1.91062709,-3.2508278,-15.14536266,-33.40620583,-2.06714529,30.1756059,58450669137.7238,2.565,75122607346.28,,2024-04-30T09:37:00.000Z,,,,,,2024-04-30 09:38:54.638813
5,3408,USDC,USDC,usd-coin,18762,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33349867121.148773,33349867121.148773,False,,6,,,,2024-04-30T09:37:00.000Z,0.999988327725038,6529037832.39817,36.5922,0.01083616,-0.00764819,-0.01370928,0.00258853,0.02070871,-0.0288,33349477852.32979,1.4635,33349477852.33,,2024-04-30T09:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-30 09:38:54.638813
6,52,XRP,XRP,xrp,1307,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55235913166.0,99987652657.0,False,,7,,,,2024-04-30T09:38:00.000Z,0.5028729078310046,1063771521.3233498,14.3653,-0.22111421,-0.49508706,-7.91093097,-19.81572552,-15.22800616,-0.95561518,27776644270.48729,1.2189,50287290783.1,,2024-04-30T09:38:00.000Z,,,,,,2024-04-30 09:38:54.638813
7,74,Dogecoin,DOGE,dogecoin,958,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144095246383.70526,144095246383.70526,True,,8,,,,2024-04-30T09:38:00.000Z,0.13941412256875926,1026554789.1624402,29.7509,-0.72649412,-1.32616118,-11.7885731,-32.92545841,13.60285268,75.99095399,20088912340.913452,0.8829,20088912340.91,,2024-04-30T09:38:00.000Z,,,,,,2024-04-30 09:38:54.638813
8,11419,Toncoin,TON,toncoin,305,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3472668672.564878,5105932466.036763,True,,9,3414166606.0,17957184601.98395,,2024-04-30T09:37:00.000Z,5.259609935386953,140842539.40078586,17.1834,-0.85766333,0.1082318,-5.9104713,2.19544767,91.32393793,152.93590262,18264882652.529255,0.8035,26855213127.78,,2024-04-30T09:37:00.000Z,,,,,,2024-04-30 09:38:54.638813
9,2010,Cardano,ADA,cardano,1157,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35643139069.372,36841202420.119,False,,10,,,,2024-04-30T09:37:00.000Z,0.44260491847389105,296860071.8971663,6.3063,-1.09183907,-2.19427568,-14.45598002,-31.76920949,-34.69782963,-12.2333931,15775828661.952955,0.6923,19917221331.33,,2024-04-30T09:37:00.000Z,,,,,,2024-04-30 09:38:54.638813
10,5994,Shiba Inu,SHIB,shiba-inu,802,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-30T09:37:00.000Z,2.3698825260856287e-05,575075441.1977698,34.0046,-0.31772734,1.05894777,-11.06706271,-22.34645159,79.2294996,162.59984996,13965466774.92292,0.6128,13971265301.07,,2024-04-30T09:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-30 09:38:54.638813
11,5805,Avalanche,AVAX,avalanche,719,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,379123404.4827314,437813044.4827314,False,,12,,,,2024-04-30T09:37:00.000Z,33.83949966782325,477224450.8289535,74.7969,-0.7048039,2.03654507,-11.6045289,-37.13800463,-19.93417447,-1.61084805,12829346320.057407,0.5629,24220578538.85,,2024-04-30T09:37:00.000Z,,,,,,2024-04-30 09:38:54.638813
12,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87549522670.73059,87549545300.25525,True,,13,71659659264.0,8561273291.466254,,2024-04-30T09:37:00.000Z,0.11947130895397966,368527810.9792593,26.3768,-0.42778332,0.66979785,6.42929519,-2.35203774,-15.43766062,5.80270601,10459656071.768301,0.459,10459658775.35,,2024-04-30T09:37:00.000Z,,,,,,2024-04-30 09:38:54.638813
13,6636,Polkadot,DOT,polkadot-new,753,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,,,,2024-04-30T09:38:00.000Z,6.410882351290969,174020036.0997336,23.0676,-0.63749792,-1.76595194,-13.31848081,-33.11468133,-24.18325055,-4.88215559,9218550275.136389,0.4045,9218550275.14,,2024-04-30T09:38:00.000Z,,,,,,2024-04-30 09:38:54.638813
14,1831,Bitcoin Cash,BCH,bitcoin-cash,883,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19699178.125,19699178.125,False,,15,,,,2024-04-30T09:37:00.000Z,449.4860660118378,326740183.04287255,16.4379,-0.85164468,-1.21967728,-11.80891473,-24.0758359,42.59328657,91.08546074,8854506079.0727,0.3885,9439207386.25,,2024-04-30T09:37:00.000Z,,,,,,2024-04-30 09:38:54.638813
0,1,Bitcoin,BTC,bitcoin,11018,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19692106.0,19692106.0,False,,1,,,,2024-04-30T10:08:00.000Z,61724.94347512004,28051222969.98155,32.4635,-0.37012613,-1.28897805,-6.71593766,-12.14756525,-0.60307392,44.63945135,1215494129756.0723,53.5239,1296223812977.52,,2024-04-30T10:08:00.000Z,,,,,,2024-04-30 10:08:55.159752
1,1027,Ethereum,ETH,ethereum,8880,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122056395.21775669,122056395.21775669,True,,2,,,,2024-04-30T10:07:00.000Z,3049.5911951253247,14457992357.364094,6.2377,-0.52099419,-4.11704754,-3.92597901,-15.37915777,-10.95157123,31.96766666,372222108164.80756,16.4242,372222108164.81,,2024-04-30T10:07:00.000Z,,,,,,2024-04-30 10:08:55.159752
2,825,Tether USDt,USDT,tether,84394,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,110643229581.36777,113086550461.5959,True,,3,,,,2024-04-30T10:07:00.000Z,0.9998659600148907,51375812099.1508,22.3055,0.01320711,-0.00297113,-0.04592494,-0.03208063,-0.09573563,0.02252312,110628398964.52223,4.8815,113071392342.06,,2024-04-30T10:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-30 10:08:55.159752
3,1839,BNB,BNB,bnb,2153,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147587846.82669172,147587846.82669172,False,,4,,,,2024-04-30T10:07:00.000Z,583.65330568878,984258288.410239,18.237,-0.78266898,-0.89998063,-3.56867934,-3.45101016,42.92335704,91.83803227,86140134679.88795,3.7937,86140134679.89,,2024-04-30T10:07:00.000Z,,,,,,2024-04-30 10:08:55.159752
4,5426,Solana,SOL,solana,655,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,447321591.9639788,574911541.7557379,True,,5,,,,2024-04-30T10:07:00.000Z,130.5444916814867,2794585594.6863623,42.6743,-0.53127623,-3.90415739,-15.47721895,-33.62269832,-2.8057402,31.28590985,58395369841.09103,2.5767,75051534980.32,,2024-04-30T10:07:00.000Z,,,,,,2024-04-30 10:08:55.159752
5,3408,USDC,USDC,usd-coin,18762,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33349867121.148773,33349867121.148773,False,,6,,,,2024-04-30T10:07:00.000Z,0.9999991860671605,6647748262.828426,37.3775,0.00733258,-0.00565693,0.00501881,-0.00286276,-0.0017412,-0.01736619,33349839976.596733,1.4715,33349839976.6,,2024-04-30T10:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-30 10:08:55.159752
6,52,XRP,XRP,xrp,1307,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55235913166.0,99987652657.0,False,,7,,,,2024-04-30T10:08:00.000Z,0.503667830238494,1060138202.5668062,11.296,0.44475311,-0.58125013,-7.68614866,-19.60743642,-15.14028068,-0.53779858,27820552535.561085,1.2276,50366783023.85,,2024-04-30T10:08:00.000Z,,,,,,2024-04-30 10:08:55.159752
7,74,Dogecoin,DOGE,dogecoin,958,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144095246383.70526,144095246383.70526,True,,8,,,,2024-04-30T10:08:00.000Z,0.13885106713445203,1035654099.105761,30.4055,0.06555317,-2.19425898,-12.44980704,-32.89075516,13.85010622,75.75426748,20007778729.379265,0.881,20007778729.38,,2024-04-30T10:08:00.000Z,,,,,,2024-04-30 10:08:55.159752
8,11419,Toncoin,TON,toncoin,305,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3472668672.564878,5105932466.036763,True,,9,3414166606.0,18050646669.376736,,2024-04-30T10:07:00.000Z,5.286984717633529,143607826.39306113,20.7195,-0.51112008,0.17284311,-6.61337994,2.62870252,91.71508381,154.14536815,18359946201.255222,0.8086,26994986917.21,,2024-04-30T10:07:00.000Z,,,,,,2024-04-30 10:08:55.159752
9,2010,Cardano,ADA,cardano,1157,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35643139069.372,36841202420.119,False,,10,,,,2024-04-30T10:07:00.000Z,0.4408753668235205,299622229.39377385,7.1489,-0.19413607,-2.86001647,-14.95915537,-32.01594628,-35.1254303,-12.40284366,15714182011.951138,0.6934,19839391507.06,,2024-04-30T10:07:00.000Z,,,,,,2024-04-30 10:08:55.159752
10,5994,Shiba Inu,SHIB,shiba-inu,802,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-30T10:07:00.000Z,2.3391893265428992e-05,589756507.0836055,36.7434,-0.40866829,-0.78924069,-12.90429508,-23.15877965,78.67168056,159.43983719,13784595000.178005,0.6082,13790318427.54,,2024-04-30T10:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-30 10:08:55.159752
11,5805,Avalanche,AVAX,avalanche,719,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,379123404.4827314,437813044.4827314,False,,12,,,,2024-04-30T10:07:00.000Z,33.65128862387261,483329148.85842663,76.9002,-0.09681961,0.80352209,-12.25016184,-37.49183004,-21.25310147,-2.31042219,12757991108.313593,0.5629,24085866725.24,,2024-04-30T10:07:00.000Z,,,,,,2024-04-30 10:08:55.159752
12,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87549522670.73059,87549545300.25525,True,,13,71659659264.0,8603472585.744331,,2024-04-30T10:07:00.000Z,0.12006019389582137,376112919.0531522,28.0649,0.69130759,0.96907338,7.00444685,-1.87954151,-14.93793359,6.06890965,10511212667.334524,0.4638,10511215384.24,,2024-04-30T10:07:00.000Z,,,,,,2024-04-30 10:08:55.159752
13,6636,Polkadot,DOT,polkadot-new,753,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,,,,2024-04-30T10:08:00.000Z,6.372724757703501,176382128.30573994,24.3375,-0.42229115,-2.69677991,-14.30638459,-33.3677884,-24.58506387,-5.48657832,9163681432.504538,0.4035,9163681432.5,,2024-04-30T10:08:00.000Z,,,,,,2024-04-30 10:08:55.159752
14,1831,Bitcoin Cash,BCH,bitcoin-cash,883,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19699178.125,19699178.125,False,,15,,,,2024-04-30T10:07:00.000Z,449.31194281229045,330385875.2262381,17.6255,0.33401157,-1.63696964,-11.90467887,-23.96994835,42.50949803,91.43365512,8851075995.149122,0.3905,9435550799.06,,2024-04-30T10:07:00.000Z,,,,,,2024-04-30 10:08:55.159752
0,1,Bitcoin,BTC,bitcoin,11020,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19692159.0,19692159.0,False,,1,,,,2024-04-30T10:38:00.000Z,61641.508736622956,28266933059.94075,34.3388,-0.1363457,-1.40560926,-7.02745487,-12.24823152,-0.71364659,44.2267976,1213854391041.4683,53.5799,1294471683469.08,,2024-04-30T10:38:00.000Z,,,,,,2024-04-30 10:38:55.644482
1,1027,Ethereum,ETH,ethereum,8881,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122056395.21775669,122056395.21775669,True,,2,,,,2024-04-30T10:37:00.000Z,3041.5218123099166,14608702672.031801,7.7845,-0.24979639,-4.56693187,-4.42932258,-15.59581246,-10.89514243,31.86690365,371237188386.72675,16.3654,371237188386.73,,2024-04-30T10:37:00.000Z,,,,,,2024-04-30 10:38:55.644482
2,825,Tether USDt,USDT,tether,84399,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,110643229581.36777,113086550461.5959,True,,3,,,,2024-04-30T10:37:00.000Z,0.999875562144944,51751878094.63403,23.2761,0.02659809,-0.01112345,-0.04866255,-0.03620395,-0.08642456,0.0484768,110629461375.2022,4.8769,113072478213.82,,2024-04-30T10:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-30 10:38:55.644482
3,1839,BNB,BNB,bnb,2153,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147587833.01182637,147587833.01182637,False,,4,,,,2024-04-30T10:37:00.000Z,580.8195099934385,990769914.255851,17.7197,-1.12913906,-1.28336927,-4.81823436,-4.03915575,42.51912793,90.99985905,85721892850.92241,3.7846,85721892850.92,,2024-04-30T10:37:00.000Z,,,,,,2024-04-30 10:38:55.644482
4,5426,Solana,SOL,solana,655,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,447321258.98029554,574911208.7720546,True,,5,,,,2024-04-30T10:37:00.000Z,130.02259306623557,2809055392.932811,43.5014,-0.49401627,-4.566054,-16.18747594,-33.87416643,-2.92425129,30.79846491,58161870026.27114,2.564,74751446147.39,,2024-04-30T10:37:00.000Z,,,,,,2024-04-30 10:38:55.644482
5,3408,USDC,USDC,usd-coin,18762,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33369254519.00017,33369254519.00017,False,,6,,,,2024-04-30T10:37:00.000Z,0.9999506241945118,6707518581.69745,37.5716,-0.0037704,-0.01317611,-0.01140199,-0.01037477,-0.00174808,-0.01371995,33367606885.179752,1.4707,33367606885.18,,2024-04-30T10:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-30 10:38:55.644482
6,52,XRP,XRP,xrp,1307,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55235913166.0,99987652657.0,False,,7,,,,2024-04-30T10:38:00.000Z,0.5002506105013442,1063719173.3175589,10.7457,-0.52146323,-1.45484052,-8.26820992,-19.98044658,-15.74454468,-1.17050627,27631799282.890736,1.2181,50025061050.13,,2024-04-30T10:38:00.000Z,,,,,,2024-04-30 10:38:55.644482
7,74,Dogecoin,DOGE,dogecoin,958,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144096946383.7052,144096946383.7052,True,,8,,,,2024-04-30T10:38:00.000Z,0.13767188038535266,1048236909.5312461,31.8121,-1.24968845,-3.1200636,-13.43477964,-33.15404023,13.94117779,74.32205289,19838097566.432037,0.8757,19838097566.43,,2024-04-30T10:38:00.000Z,,,,,,2024-04-30 10:38:55.644482
8,11419,Toncoin,TON,toncoin,305,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3472872081.1521983,5105935975.988996,True,,9,3414166606.0,17814452137.848637,,2024-04-30T10:37:00.000Z,5.2178039895715145,146434774.14848456,22.6775,-0.79484879,-1.08600638,-8.35460621,1.07221489,86.68230627,151.70149659,18120765800.30747,0.8,26641773106.01,,2024-04-30T10:37:00.000Z,,,,,,2024-04-30 10:38:55.644482
9,2010,Cardano,ADA,cardano,1157,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35643131073.219,36841202420.119,False,,10,,,,2024-04-30T10:37:00.000Z,0.43874773378223386,301208742.271636,7.8746,-0.87147353,-3.43384325,-15.41557612,-32.33859468,-35.73365311,-12.7995701,15638342983.277958,0.6894,19743648020.2,,2024-04-30T10:37:00.000Z,,,,,,2024-04-30 10:38:55.644482
10,5994,Shiba Inu,SHIB,shiba-inu,802,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-04-30T10:37:00.000Z,2.316419409284182e-05,599510036.0356588,39.5808,-2.25593953,-1.68237131,-13.700366,-23.69047829,78.37640213,156.85699579,13650414288.921574,0.6018,13656082003.83,,2024-04-30T10:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-30 10:38:55.644482
